web-scraper-order,web-scraper-start-url,products,products-href,enter,enter-href,image-src,features,specs
"1649630924-1714","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M12™ Mounting Fan (0820-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0820-20","/-/media/Products/Power-Tools/Cordless/Vacuums/0820/0820-20_2.png?mw=520&mh=520&hash=967100496648E883921808FBCFEF5A4E","360° Head Rotation for unlimited directional air flow",""
"1649630885-1423","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      Wet/Dry Vacuum Cart (0923-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0923-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0923-20_1.png?mw=520&mh=520&hash=330AABAD2FD0C4CD49227E7188DAA477","Includes (1) Wet/Dry Vacuum Cart",""
"1649630857-1222","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4-1/2"" / 5"" Variable Speed Braking Grinder, Slide Switch Lock-On (2889-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/2889-20","/-/media/Products/Power-Tools/Cordless/Grinders/2889/2889-20_1.png?mw=520&mh=520&hash=895D7B9976185F41E5CEC663CA8391AA","","Motor Type"
"1649630851-1187","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" Extension Wand (49-90-2007) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2007","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2007_1.png?mw=520&mh=520&hash=3722D85386539C1A6200D1AE74AD8DCC","","19.75 in"
"1649630818-994","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" Wet Floor Nozzle (49-90-2005) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2005","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2005_2.png?mw=520&mh=520&hash=8F3B94E88A562A0F51AED84FC9AAD8CA","","13 in"
"1649630845-1144","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      1-7/8"" Dust Extraction Adaptor Kit (49-90-1980) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-1980","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-1980_1.png?mw=520&mh=520&hash=992AB12DB7EADE01355677389C49F7BD","Power Tool Adapter clips into the Hose Clip Adapter and provides a friction fit to most power tool dust ports",""
"1649630891-1461","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      6.5 Peak HP Wet/Dry Vacuum Motor Head (0931-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0931-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0931-20_1.png?mw=520&mh=520&hash=DD408A7F2F5241885A1726ACF798990B","(4) latching points on the motor head to store and secure the Vacuum Tool Storage Bag (49-90-2019)",""
"1649630821-1020","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      Fleece Dust Bags (5PK) - 12 Gallon (49-90-1999) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-1999","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-1999_2.png?mw=520&mh=520&hash=6EF4AC1DEA93A08F165268CBECB6ECDA","","0930-22HD - M18 FUEL 12 GALLON DUAL-BATTERY WET/DRY VACUUM KIT"
"1649630915-1667","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ Dual Battery Wet/Dry Vacuum Motor Head (0921-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0921-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0920_B.png?mw=520&mh=520&hash=13F544A14D0D42652951C2CD898CFAFD","","Weight"
"1649630921-1683","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ 12 Gallon Dual-Battery Wet/Dry Vacuum Kit (0930-22HD) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0930-22HD","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0930-22HD_2.png?mw=520&mh=520&hash=607FDA76E2D708176F8147D3C69D74AC","Included Premium Wet/Dry Vacuum Cart has large back wheels and a 3 position telescoping/removeable handle",""
"1649630882-1401","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 9 Gallon Dual-Battery Wet/Dry Vacuum (0920-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0920-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0920-20_2.png?mw=520&mh=520&hash=434544521625562EF305EE4DA7930140","","Tool Warranty"
"1649630864-1264","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Slide Switch Lock-On (2887-20) 4.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2887-20","/-/media/Products/Power-Tools/Cordless/Grinders/2887/2887-20_1.png?mw=520&mh=520&hash=B33820AE8E8075EF641D161441701D16","RAPIDSTOP™ Brake stops most wheels in less than 2 seconds.",""
"1649630861-1249","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4-1/2"" / 5"" Variable Speed Braking Grinder, Paddle Switch No-Lock (2888-20) 4.8 out of 5 stars. 5 reviews  + Quick View","https://www.milwaukeetool.com/Products/2888-20","/-/media/Products/Power-Tools/Cordless/Grinders/2888/2888-20_1.png?mw=520&mh=520&hash=0105C5AE6BDBD15617F05A361B557290","","Brushless"
"1649630836-1102","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" Curved Nozzle (49-90-2003) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2003","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2003_2.png?mw=520&mh=520&hash=888763551F52981E737D7B05EA7D6356","","2.625 in"
"1649630936-1842","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4' Concrete Pencil Vibrator (2910-20) 4.7 out of 5 stars. 6 reviews  + Quick View","https://www.milwaukeetool.com/Products/2910-20","/-/media/Products/Power-Tools/Cordless/Rotary-and-Demolition-Hammers/2910/2910-20_1.png?mw=520&mh=520&hash=F79241395A3F727488BE4474646CF2B3","Generates up to 3 times more power than comparable cordless pencil concrete vibrators",""
"1649630864-1281","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Slide Switch Lock-On (2887-20) 4.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2887-20","/-/media/Products/Power-Tools/Cordless/Grinders/2887/2887-20_1.png?mw=520&mh=520&hash=B33820AE8E8075EF641D161441701D16","","Width"
"1649630944-1933","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ Compact Pipe Threader w/ ONE-KEY™ Kit (2870-22) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2870-22","/-/media/Products/Power-Tools/Cordless/Threading/2870-22/2870-22_Kit.png?mw=520&mh=520&hash=E78E876750E03B0C78D6D3F6EEB21D93","","Power Source"
"1649630941-1886","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 16 Gauge Angled Finish Nailer (2841) 4.5 out of 5 stars. 23 reviews  + Quick View","https://www.milwaukeetool.com/Products/2841-20","/-/media/Products/Power-Tools/Cordless/Nailers/2841/2841-20_1.png?mw=520&mh=520&hash=C8665AD2FA305F16E7106FD8A7C67DD7","POWERSTATE Brushless Motor delivers longer life and higher performance",""
"1649630824-1033","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" X 9' Flexible Hose (49-90-2006) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2006","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2006_1.png?mw=520&mh=520&hash=DAFF583C7420F6BB01A638C04C0C7E0E","","Height"
"1649630927-1750","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M12™ Stick Transfer Pump (2579-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/2579-20","/-/media/Products/Power-Tools/Cordless/Transfer-Pumps/2579-20/2579_20_2.png?mw=520&mh=520&hash=318B7573096BC9EB896EF1364076B3CB","","Height"
"1649630854-1200","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      AIR-TIP™ 3-Piece Automotive Vacuum Tool Kit (49-90-2019A) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2019A","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2019A_2.png?mw=520&mh=520&hash=127F8FBF72A670A1B551A8D0BFAD741F","","Length"
"1649630861-1243","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4-1/2"" / 5"" Variable Speed Braking Grinder, Paddle Switch No-Lock (2888-20) 4.8 out of 5 stars. 5 reviews  + Quick View","https://www.milwaukeetool.com/Products/2888-20","/-/media/Products/Power-Tools/Cordless/Grinders/2888/2888-20_1.png?mw=520&mh=520&hash=0105C5AE6BDBD15617F05A361B557290","","Product Specifications"
"1649630930-1756","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 8' Concrete Pencil Vibrator (2911-20) 4.0 out of 5 stars. 2 reviews  + Quick View","https://www.milwaukeetool.com/Products/2911-20","/-/media/Products/Power-Tools/Cordless/Rotary-and-Demolition-Hammers/2911/2911-20_1.png?mw=520&mh=520&hash=9DCB00033D066C546BA314AFF0288C33","No extension cords: easier set up and transportation, eliminates trip hazards",""
"1649630839-1113","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" Floor Utility Nozzle (49-90-2009) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2009","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2009_2.png?mw=520&mh=520&hash=A48CAE125B91317A34550DFB7A75E198","","8.75 in"
"1649630900-1539","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 Inflator (2848-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2848-20","/-/media/Products/Power-Tools/Cordless/Vacuums-and-Fans/2848-20/2848-20_2.png?mw=520&mh=520&hash=93509500E1CFF444EFAA1D228962DFFC","Accessories: Includes All Brass Schrader Chuck, Inflation Needle, Inflator Nozzle, & Presta Chuck",""
"1649630882-1412","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 9 Gallon Dual-Battery Wet/Dry Vacuum (0920-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0920-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0920-20_2.png?mw=520&mh=520&hash=434544521625562EF305EE4DA7930140","","19 in"
"1649630821-1007","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      Fleece Dust Bags (5PK) - 12 Gallon (49-90-1999) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-1999","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-1999_2.png?mw=520&mh=520&hash=6EF4AC1DEA93A08F165268CBECB6ECDA","Strong fleece material and durable bag construction",""
"1649630891-1473","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      6.5 Peak HP Wet/Dry Vacuum Motor Head (0931-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0931-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0931-20_1.png?mw=520&mh=520&hash=DD408A7F2F5241885A1726ACF798990B","","13.3 lbs"
"1649630861-1256","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4-1/2"" / 5"" Variable Speed Braking Grinder, Paddle Switch No-Lock (2888-20) 4.8 out of 5 stars. 5 reviews  + Quick View","https://www.milwaukeetool.com/Products/2888-20","/-/media/Products/Power-Tools/Cordless/Grinders/2888/2888-20_1.png?mw=520&mh=520&hash=0105C5AE6BDBD15617F05A361B557290","","Width"
"1649630867-1298","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Paddle Switch No-Lock (2886-20) 4.5 out of 5 stars. 2 reviews  + Quick View","https://www.milwaukeetool.com/Products/2886-20","/-/media/Products/Power-Tools/Cordless/Grinders/2886/2886-20_1.png?mw=520&mh=520&hash=1F37B92672DB245DE71BA27856DD4A9E","","Motor Type"
"1649630894-1500","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M12™ AIR-TIP™ Utility Nozzle (0980-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0980-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0980-20_2.png?mw=520&mh=520&hash=6F28E7D76C94C8D0F1AA8C37D54BEAD9","","4.91 in"
"1649630933-1820","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 15 Gauge Finish Nailer (2839) 4.5 out of 5 stars. 70 reviews  + Quick View","https://www.milwaukeetool.com/Products/2839-20","/-/media/Products/Power-Tools/Cordless/Nailers/2839/2839-20_1.png?mw=520&mh=520&hash=0781A3D2BD374101838C17F32CD4BA79","","12.6 in"
"1649630879-1384","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ Wet/Dry Vacuum Motor Head (0911-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0911-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0911-20_1.png?mw=520&mh=520&hash=F081D42EC4835A5E425D2BB32DF8592D","",""
"1649630864-1265","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Slide Switch Lock-On (2887-20) 4.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2887-20","/-/media/Products/Power-Tools/Cordless/Grinders/2887/2887-20_1.png?mw=520&mh=520&hash=B33820AE8E8075EF641D161441701D16","Slide Switch Designed to Reduce User Fatigue",""
"1649630921-1704","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ 12 Gallon Dual-Battery Wet/Dry Vacuum Kit (0930-22HD) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0930-22HD","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0930-22HD_2.png?mw=520&mh=520&hash=607FDA76E2D708176F8147D3C69D74AC","","Width"
"1649630861-1259","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4-1/2"" / 5"" Variable Speed Braking Grinder, Paddle Switch No-Lock (2888-20) 4.8 out of 5 stars. 5 reviews  + Quick View","https://www.milwaukeetool.com/Products/2888-20","/-/media/Products/Power-Tools/Cordless/Grinders/2888/2888-20_1.png?mw=520&mh=520&hash=0105C5AE6BDBD15617F05A361B557290","","M18"
"1649630864-1275","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Slide Switch Lock-On (2887-20) 4.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2887-20","/-/media/Products/Power-Tools/Cordless/Grinders/2887/2887-20_1.png?mw=520&mh=520&hash=B33820AE8E8075EF641D161441701D16","","Length"
"1649630836-1096","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" Curved Nozzle (49-90-2003) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2003","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2003_2.png?mw=520&mh=520&hash=888763551F52981E737D7B05EA7D6356","","2.625 in"
"1649630915-1653","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ Dual Battery Wet/Dry Vacuum Motor Head (0921-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0921-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0920_B.png?mw=520&mh=520&hash=13F544A14D0D42652951C2CD898CFAFD","(4) latching points on the motor head to store and secure the Vacuum Tool Storage Bag (49-90-2019)",""
"1649630882-1416","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 9 Gallon Dual-Battery Wet/Dry Vacuum (0920-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0920-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0920-20_2.png?mw=520&mh=520&hash=434544521625562EF305EE4DA7930140","",""
"1649630870-1313","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      6 Gallon Wet/Dry Vacuum Tank (0922-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0922-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0922-20_1.png?mw=520&mh=520&hash=FB6F01A1C12DFC28F6F6C340F793B4D8","Includes (1) 6 Gallon Wet/Dry Vacuum Tank",""
"1649630827-1052","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" X 16' Flexible Hose (49-90-2004) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2004","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2004_1.png?mw=520&mh=520&hash=A1035F501ABA0E3AA31BEF1179B6730B","","0930-22HD - M18 FUEL 12 GALLON DUAL-BATTERY WET/DRY VACUUM KIT"
"1649630857-1219","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 4-1/2"" / 5"" Variable Speed Braking Grinder, Slide Switch Lock-On (2889-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/2889-20","/-/media/Products/Power-Tools/Cordless/Grinders/2889/2889-20_1.png?mw=520&mh=520&hash=895D7B9976185F41E5CEC663CA8391AA","","5 Year Limited Warranty"
"1649630891-1468","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      6.5 Peak HP Wet/Dry Vacuum Motor Head (0931-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0931-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0931-20_1.png?mw=520&mh=520&hash=DD408A7F2F5241885A1726ACF798990B","","Power Source"
"1649630927-1739","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M12™ Stick Transfer Pump (2579-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/2579-20","/-/media/Products/Power-Tools/Cordless/Transfer-Pumps/2579-20/2579_20_2.png?mw=520&mh=520&hash=318B7573096BC9EB896EF1364076B3CB","36” Submersible Barrel for Easier Inlet Control",""
"1649630870-1317","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      6 Gallon Wet/Dry Vacuum Tank (0922-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0922-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0922-20_1.png?mw=520&mh=520&hash=FB6F01A1C12DFC28F6F6C340F793B4D8","","Power Source"
"1649630900-1540","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 Inflator (2848-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2848-20","/-/media/Products/Power-Tools/Cordless/Vacuums-and-Fans/2848-20/2848-20_2.png?mw=520&mh=520&hash=93509500E1CFF444EFAA1D228962DFFC","Anti-Vibration Feet: Minimize Tool Walk While in Use",""
"1649630867-1302","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Paddle Switch No-Lock (2886-20) 4.5 out of 5 stars. 2 reviews  + Quick View","https://www.milwaukeetool.com/Products/2886-20","/-/media/Products/Power-Tools/Cordless/Grinders/2886/2886-20_1.png?mw=520&mh=520&hash=1F37B92672DB245DE71BA27856DD4A9E","","Weight"
"1649630906-1602","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ 15mm Random Orbital Polisher (2684-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/2684-20","/-/media/Products/Power-Tools/Cordless/Sanders-and-Polishers/2684/2684-20_1.png?mw=520&mh=520&hash=F70E9B6A815E6D1B3E29F3ECE5CBCA18","Compatible with all M18™ REDLITHIUM™ batteries and chargers",""
"1649630941-1895","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 16 Gauge Angled Finish Nailer (2841) 4.5 out of 5 stars. 23 reviews  + Quick View","https://www.milwaukeetool.com/Products/2841-20","/-/media/Products/Power-Tools/Cordless/Nailers/2841/2841-20_1.png?mw=520&mh=520&hash=C8665AD2FA305F16E7106FD8A7C67DD7","","Cordless"
"1649630873-1345","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 6 Gallon Wet/Dry Vacuum (0910-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0910-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0910-20_2.png?mw=520&mh=520&hash=46839C44F07D6B4BA179325E9618A7BC","","Power Source"
"1649630854-1197","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      AIR-TIP™ 3-Piece Automotive Vacuum Tool Kit (49-90-2019A) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2019A","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2019A_2.png?mw=520&mh=520&hash=127F8FBF72A670A1B551A8D0BFAD741F","AIR-TIP™ Flexible Long Reach Crevice Tool has flexible rubber shaft that bends into hard to reach places",""
"1649630900-1547","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 Inflator (2848-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2848-20","/-/media/Products/Power-Tools/Cordless/Vacuums-and-Fans/2848-20/2848-20_2.png?mw=520&mh=520&hash=93509500E1CFF444EFAA1D228962DFFC","","Cordless"
"1649630879-1379","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ Wet/Dry Vacuum Motor Head (0911-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0911-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0911-20_1.png?mw=520&mh=520&hash=F081D42EC4835A5E425D2BB32DF8592D","","Width"
"1649630867-1291","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Paddle Switch No-Lock (2886-20) 4.5 out of 5 stars. 2 reviews  + Quick View","https://www.milwaukeetool.com/Products/2886-20","/-/media/Products/Power-Tools/Cordless/Grinders/2886/2886-20_1.png?mw=520&mh=520&hash=1F37B92672DB245DE71BA27856DD4A9E","Tool-Free Guard Adjustment for faster guard installations and adjustments",""
"1649630944-1917","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      M18 FUEL™ Compact Pipe Threader w/ ONE-KEY™ Kit (2870-22) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2870-22","/-/media/Products/Power-Tools/Cordless/Threading/2870-22/2870-22_Kit.png?mw=520&mh=520&hash=E78E876750E03B0C78D6D3F6EEB21D93","AUTOSTOP™ kickback control prevents severe kickback",""
"1649630933-1824","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 15 Gauge Finish Nailer (2839) 4.5 out of 5 stars. 70 reviews  + Quick View","https://www.milwaukeetool.com/Products/2839-20","/-/media/Products/Power-Tools/Cordless/Nailers/2839/2839-20_1.png?mw=520&mh=520&hash=0781A3D2BD374101838C17F32CD4BA79","","15GA DA Style"
"1649630882-1402","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 9 Gallon Dual-Battery Wet/Dry Vacuum (0920-20) 5.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/0920-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0920-20_2.png?mw=520&mh=520&hash=434544521625562EF305EE4DA7930140","","3 Year Limited Warranty"
"1649630867-1306","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Paddle Switch No-Lock (2886-20) 4.5 out of 5 stars. 2 reviews  + Quick View","https://www.milwaukeetool.com/Products/2886-20","/-/media/Products/Power-Tools/Cordless/Grinders/2886/2886-20_1.png?mw=520&mh=520&hash=1F37B92672DB245DE71BA27856DD4A9E","","Width"
"1649630836-1105","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","Coming Soon      2-1/2"" Curved Nozzle (49-90-2003) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/49-90-2003","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/49-90-2003_2.png?mw=520&mh=520&hash=888763551F52981E737D7B05EA7D6356","",""
"1649630885-1432","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      Wet/Dry Vacuum Cart (0923-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0923-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0923-20_1.png?mw=520&mh=520&hash=330AABAD2FD0C4CD49227E7188DAA477","","9.7 lbs"
"1649630891-1472","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      6.5 Peak HP Wet/Dry Vacuum Motor Head (0931-20) 0.0 out of 5 stars.   + Quick View","https://www.milwaukeetool.com/Products/0931-20","/-/media/Products/Power-Tools/Cordless/Vacuums/Vacuums/0931-20_1.png?mw=520&mh=520&hash=DD408A7F2F5241885A1726ACF798990B","","Weight"
"1649630864-1273","https://www.milwaukeetool.com/","Products","https://www.milwaukeetool.com/Products","New      M18 FUEL™ 5"" Flathead Braking Grinder, Slide Switch Lock-On (2887-20) 4.0 out of 5 stars. 1 review  + Quick View","https://www.milwaukeetool.com/Products/2887-20","/-/media/Products/Power-Tools/Cordless/Grinders/2887/2887-20_1.png?mw=520&mh=520&hash=B33820AE8E8075EF641D161441701D16","","Motor Type"
